ID	size	type	pro_type
FBgn0037050	0.772605327	0.190157	tran
map04950	2	1	pathway
FBgn0261930	1.140428649	0.08686	tran
FBgn0041156	0.526152308	0.080666	tran
map04960	2	1	pathway
map04961	2	1	pathway
map04962	2	1	pathway
map04964	2	1	pathway
FBgn0040297	0.620541117	1.71264	tran
map04966	2	1	pathway
map04970	2	1	pathway
FBgn0004427	9.229216488	464.663	tran
FBgn0004428	6.045851068	9.55784	tran
FBgn0036043	1.067045659	2.72487	tran
FBgn0004425	5.8453964	0.760804	tran
FBgn0004429	0.713598218	10.2524	tran
FBgn0034538	2.60487011	0.132298	tran
FBgn0050062	1.202447683	1.33223	tran
FBgn0051313	0.64117082	4.96006	tran
FBgn0035813	2.266130474	0.033186	tran
FBgn0004629	0.676585951	1.90729	tran
map04971	2	1	pathway
FBgn0017561	1.033559312	1.0053	tran
map04972	2	1	pathway
FBgn0033774	3.734641969	21.7789	tran
FBgn0035791	5.634844386	5.66739	tran
FBgn0036738	3.507307246	4.24366	tran
FBgn0032144	1.904949006	2.52836	tran
FBgn0031389	0.543570152	3.72488	tran
map04973	2	1	pathway
map04974	2	1	pathway
FBgn0036007	0.930010777	0.84363	tran
FBgn0030816	0.550915151	3.60141	tran
FBgn0033760	0.85738519	0.641808	tran
FBgn0069242	0.575191312	0.507937	tran
FBgn0033297	0.835232045	0.109755	tran
map04975	2	1	pathway
FBgn0032136	1.08199954	1.8793	tran
FBgn0087002	0.973769703	1.06357	tran
map04976	2	1	pathway
map04977	2	1	pathway
FBgn0037845	1.867637315	0.452297	tran
FBgn0261262	0.960408395	0.419362	tran
FBgn0033826	5.266531061	0.676701	tran
FBgn0052432	0.557024075	1.49297	tran
FBgn0037846	1.554691305	0.240356	tran
FBgn0037807	0.674442601	0.838315	tran
FBgn0032663	4.668658322	0	tran
map04978	2	1	pathway
FBgn0261673	0.690342616	1.76602	tran
FBgn0037000	0.517800559	0.219848	tran
map04979	2	1	pathway
map04980	2	1	pathway
FBgn0266450	0.65350016	0.623892	tran
map05010	2	1	pathway
FBgn0039714	0.957960171	3.50354	tran
FBgn0036461	0.513290686	1.07852	tran
map05012	2	1	pathway
map05014	2	1	pathway
FBgn0035842	0.855451593	0.019155	tran
map05016	2	1	pathway
FBgn0027655	1.091527497	0.186298	tran
map05017	2	1	pathway
FBgn0034266	0.60699177	0.101497	tran
map05020	2	1	pathway
map05022	2	1	pathway
map05030	2	1	pathway
map05031	2	1	pathway
map05032	2	1	pathway
map05033	2	1	pathway
map05034	2	1	pathway
FBgn0031250	0.577532582	1.8176	tran
map05100	2	1	pathway
FBgn0014029	0.87792545	0.267203	tran
FBgn0026361	0.622492203	0.162887	tran
map05110	2	1	pathway
map05120	2	1	pathway
map05130	2	1	pathway
FBgn0004401	0.535843313	1.5263	tran
map05131	2	1	pathway
map05132	2	1	pathway
map05133	2	1	pathway
map05134	2	1	pathway
map05135	2	1	pathway
map05140	2	1	pathway
map05142	2	1	pathway
map05143	2	1	pathway
map05144	2	1	pathway
map05145	2	1	pathway
map05146	2	1	pathway
FBgn0263354	0.719484891	0.799123	tran
FBgn0028983	0.698308628	3.20827	tran
map05150	2	1	pathway
map05152	2	1	pathway
map05160	2	1	pathway
map05161	2	1	pathway
map05162	2	1	pathway
map05163	2	1	pathway
map05164	2	1	pathway
map05165	2	1	pathway
FBgn0011230	0.834887681	0.662562	tran
map05166	2	1	pathway
FBgn0011837	0.813424281	1.74714	tran
FBgn0000492	0.834154839	0.715857	tran
FBgn0033122	0.621420873	0.38714	tran
map05167	2	1	pathway
map05168	2	1	pathway
FBgn0004394	2.216739264	0.035743	tran
map05169	2	1	pathway
map05170	2	1	pathway
map05171	2	1	pathway
map05200	2	1	pathway
FBgn0040505	0.730721778	0.65448	tran
FBgn0036685	1.142426055	0.391787	tran
FBgn0010314	0.570228294	0.229641	tran
map05202	2	1	pathway
FBgn0035756	0.526383781	0.334807	tran
FBgn0266719	0.63785194	0.11175	tran
map05203	2	1	pathway
FBgn0035121	0.632125308	4.28486	tran
map05204	2	1	pathway
FBgn0265052	0.661697952	0.383041	tran
map05205	2	1	pathway
map05206	2	1	pathway
FBgn0285926	0.910333836	0.248658	tran
FBgn0036463	0.911858423	0.008544	tran
map05207	2	1	pathway
FBgn0026593	0.796819615	0.422767	tran
map05208	2	1	pathway
map05210	2	1	pathway
map05211	2	1	pathway
map05212	2	1	pathway
map05213	2	1	pathway
map05214	2	1	pathway
map05215	2	1	pathway
map05216	2	1	pathway
map05217	2	1	pathway
map05218	2	1	pathway
map05219	2	1	pathway
map05220	2	1	pathway
map05221	2	1	pathway
map05222	2	1	pathway
map05223	2	1	pathway
map05224	2	1	pathway
map05225	2	1	pathway
map05226	2	1	pathway
map05230	2	1	pathway
map05231	2	1	pathway
FBgn0034479	1.336834368	0.378597	tran
FBgn0037144	0.984300668	0.956436	tran
FBgn0038938	0.873583281	0.340143	tran
FBgn0038715	0.695272414	0.245566	tran
FBgn0038716	3.374107394	0.017697	tran
FBgn0259164	0.829204574	0.373873	tran
FBgn0086365	0.549369932	0.492667	tran
FBgn0038260	0.672894726	0.239104	tran
FBgn0038753	1.162152301	0.116227	tran
FBgn0038262	0.513950185	0.056559	tran
map05235	2	1	pathway
map05321	2	1	pathway
map05322	2	1	pathway
map05323	2	1	pathway
map05340	2	1	pathway
map05410	2	1	pathway
map05412	2	1	pathway
map05414	2	1	pathway
map05415	2	1	pathway
FBgn0037714	0.636829887	0.424829	tran
map05416	2	1	pathway
FBgn0023213	0.627057271	0.623533	tran
map05417	2	1	pathway
map05418	2	1	pathway
